,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-3C-AAAU-01_BRCA,order
12477,TRIM2,ENSG00000109654.14,hsa:23321,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1971,2.575294330675338
12478,TRIM2,ENSG00000109654.14,hsa:23321,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.1971,2.575294330675338
12479,TLR2,ENSG00000137462.6,hsa:7097,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4547,2.230907235054332
12480,TLR2,ENSG00000137462.6,hsa:7097,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,1.4547,2.230907235054332
12481,TLR2,ENSG00000137462.6,hsa:7097,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,1.4547,2.230907235054332
12482,TLR2,ENSG00000137462.6,hsa:7097,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,1.4547,2.230907235054332
12483,TLR2,ENSG00000137462.6,hsa:7097,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,1.4547,2.230907235054332
12484,TLR2,ENSG00000137462.6,hsa:7097,4054,Genes and Proteins,Protein families: signaling and cellular processes,Pattern recognition receptors,1.4547,2.230907235054332
12485,SFRP2,ENSG00000145423.4,hsa:6423,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.9926,7.623245895738743
12486,DCHS2,ENSG00000197410.12,hsa:54798,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.1714,-3.044443553691318
12487,DCHS2,ENSG00000197410.12,hsa:54798,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,-3.1714,-3.044443553691318
12488,FGB,ENSG00000171564.11,hsa:2244,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.0116,-4.647089143104198
12489,FGB,ENSG00000171564.11,hsa:2244,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-5.0116,-4.647089143104198
12490,FGB,ENSG00000171564.11,hsa:2244,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-5.0116,-4.647089143104198
12491,FGA,ENSG00000171560.14,hsa:2243,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-7.359005637011212
12492,FGA,ENSG00000171560.14,hsa:2243,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-6.5064,-7.359005637011212
12493,FGA,ENSG00000171560.14,hsa:2243,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-6.5064,-7.359005637011212
12494,FGG,ENSG00000171557.16,hsa:2266,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-4.993669816207674
12495,FGG,ENSG00000171557.16,hsa:2266,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.9658,-4.993669816207674
12496,FGG,ENSG00000171557.16,hsa:2266,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-9.9658,-4.993669816207674
12497,LRAT,ENSG00000121207.11,hsa:9227,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.6259,-1.7556507493777442
12498,LRAT,ENSG00000121207.11,hsa:9227,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-3.6259,-1.7556507493777442
12499,MAP9,ENSG00000164114.18,hsa:79884,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1637,1.9464987800586258
12500,MAP9,ENSG00000164114.18,hsa:79884,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.1637,1.9464987800586258
12501,TDO2,ENSG00000151790.8,hsa:6999,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0145,0.6893940487886561
12502,TDO2,ENSG00000151790.8,hsa:6999,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.0145,0.6893940487886561
12503,CTSO,ENSG00000256043.2,hsa:1519,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.3371,4.4218630804856645
12504,CTSO,ENSG00000256043.2,hsa:1519,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.3371,4.4218630804856645
12505,CTSO,ENSG00000256043.2,hsa:1519,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.3371,4.4218630804856645
12506,PDGFC,ENSG00000145431.10,hsa:56034,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1475,3.773555412476937
12507,PDGFC,ENSG00000145431.10,hsa:56034,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,3.1475,3.773555412476937
12508,GLRB,ENSG00000109738.10,hsa:2743,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.7981,2.0278710198894445
12509,GLRB,ENSG00000109738.10,hsa:2743,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,4.7981,2.0278710198894445
12510,GLRB,ENSG00000109738.10,hsa:2743,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.7981,2.0278710198894445
12511,GRIA2,ENSG00000120251.18,hsa:2891,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.6145,-2.3362364510699365
12512,GRIA2,ENSG00000120251.18,hsa:2891,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,0.6145,-2.3362364510699365
12513,RXFP1,ENSG00000171509.15,hsa:59350,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.0116,-4.644081503456983
12514,RXFP1,ENSG00000171509.15,hsa:59350,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-5.0116,-4.644081503456983
12515,FNIP2,ENSG00000052795.12,hsa:57600,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.7931,2.719900857427032
12516,RAPGEF2,ENSG00000109756.8,hsa:9693,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9356,3.5595860457945485
12517,NPY1R,ENSG00000164128.6,hsa:4886,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.3671,3.2779135364525342
12518,NPY1R,ENSG00000164128.6,hsa:4886,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,5.3671,3.2779135364525342
12519,NPY5R,ENSG00000164129.11,hsa:4889,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.3147,-2.742846298889294
12520,NPY5R,ENSG00000164129.11,hsa:4889,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-2.3147,-2.742846298889294
12521,MARCH1,ENSG00000145416.13,hsa:55016,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4756,1.7160055639534073
12522,MARCH1,ENSG00000145416.13,hsa:55016,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.4756,1.7160055639534073
12523,MARCH1,ENSG00000145416.13,hsa:55016,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.4756,1.7160055639534073
12524,TRIM61,ENSG00000183439.6,hsa:391712,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.5479,-2.9365659592659856
12525,TRIM61,ENSG00000183439.6,hsa:391712,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-2.5479,-2.9365659592659856
12526,KLHL2,ENSG00000109466.13,hsa:11275,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.453,3.0989574235071444
12527,KLHL2,ENSG00000109466.13,hsa:11275,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.453,3.0989574235071444
12528,MSMO1,ENSG00000052802.12,hsa:6307,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.1404,5.033751913954533
12529,MSMO1,ENSG00000052802.12,hsa:6307,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.1404,5.033751913954533
12530,CPE,ENSG00000109472.13,hsa:1363,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),9.5641,5.717695048918454
12531,CPE,ENSG00000109472.13,hsa:1363,1000,Genes and Proteins,Protein families: metabolism,Enzymes,9.5641,5.717695048918454
12532,CPE,ENSG00000109472.13,hsa:1363,1002,Genes and Proteins,Protein families: metabolism,Peptidases,9.5641,5.717695048918454
12533,TLL1,ENSG00000038295.7,hsa:7092,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.5479,-0.607648500327011
12534,TLL1,ENSG00000038295.7,hsa:7092,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.5479,-0.607648500327011
12535,TLL1,ENSG00000038295.7,hsa:7092,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-2.5479,-0.607648500327011
12536,SPOCK3,ENSG00000196104.10,hsa:50859,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.816,-4.973451756602511
12537,SPOCK3,ENSG00000196104.10,hsa:50859,0535,Genes and Proteins,Protein families: signaling and cellular processes,Proteoglycans,-3.816,-4.973451756602511
12538,ANXA10,ENSG00000109511.10,hsa:11199,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-6.5594875327645426
12539,ANXA10,ENSG00000109511.10,hsa:11199,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.9658,-6.5594875327645426
12540,DDX60,ENSG00000137628.16,hsa:55601,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.6266,3.867514863350841
12541,DDX60,ENSG00000137628.16,hsa:55601,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.6266,3.867514863350841
12542,DDX60,ENSG00000137628.16,hsa:55601,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,3.6266,3.867514863350841
12543,DDX60L,ENSG00000181381.13,hsa:91351,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.5923,2.9420172100164255
12544,DDX60L,ENSG00000181381.13,hsa:91351,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.5923,2.9420172100164255
12545,DDX60L,ENSG00000181381.13,hsa:91351,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,3.5923,2.9420172100164255
12546,PALLD,ENSG00000129116.17,hsa:23022,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.4909,6.300612905678437
12547,PALLD,ENSG00000129116.17,hsa:23022,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,5.4909,6.300612905678437
12548,SH3RF1,ENSG00000154447.14,hsa:57630,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.2915,3.5395751174539076
12549,SH3RF1,ENSG00000154447.14,hsa:57630,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.2915,3.5395751174539076
12550,SH3RF1,ENSG00000154447.14,hsa:57630,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.2915,3.5395751174539076
12551,SH3RF1,ENSG00000154447.14,hsa:57630,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,3.2915,3.5395751174539076
12552,NEK1,ENSG00000137601.15,hsa:4750,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.9452,2.2001937582678757
12553,NEK1,ENSG00000137601.15,hsa:4750,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.9452,2.2001937582678757
12554,NEK1,ENSG00000137601.15,hsa:4750,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,1.9452,2.2001937582678757
12555,NEK1,ENSG00000137601.15,hsa:4750,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,1.9452,2.2001937582678757
12556,NEK1,ENSG00000137601.15,hsa:4750,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,1.9452,2.2001937582678757
12557,CLCN3,ENSG00000109572.13,hsa:1182,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.5817,4.730373147699669
12558,CLCN3,ENSG00000109572.13,hsa:1182,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,5.5817,4.730373147699669
12559,AADAT,ENSG00000109576.13,hsa:51166,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.7322,0.7219056655816163
12560,AADAT,ENSG00000109576.13,hsa:51166,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.7322,0.7219056655816163
12561,AADAT,ENSG00000109576.13,hsa:51166,1007,Genes and Proteins,Protein families: metabolism,Amino acid related enzymes,-1.7322,0.7219056655816163
12562,GALNTL6,ENSG00000174473.15,hsa:442117,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.1488,-2.9966622049374236
12563,GALNTL6,ENSG00000174473.15,hsa:442117,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.1488,-2.9966622049374236
12564,GALNTL6,ENSG00000174473.15,hsa:442117,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,-1.1488,-2.9966622049374236
12565,GALNT7,ENSG00000109586.11,hsa:51809,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.1635,4.823631132938816
12566,GALNT7,ENSG00000109586.11,hsa:51809,1000,Genes and Proteins,Protein families: metabolism,Enzymes,7.1635,4.823631132938816
12567,GALNT7,ENSG00000109586.11,hsa:51809,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,7.1635,4.823631132938816
12568,HMGB2,ENSG00000164104.11,hsa:3148,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.0961,7.061223210165616
12569,HMGB2,ENSG00000164104.11,hsa:3148,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,7.0961,7.061223210165616
12570,HMGB2,ENSG00000164104.11,hsa:3148,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,7.0961,7.061223210165616
12571,SAP30,ENSG00000164105.3,hsa:8819,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9365,3.727176638188312
12572,SAP30,ENSG00000164105.3,hsa:8819,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.9365,3.727176638188312
12573,HAND2,ENSG00000164107.8,hsa:9464,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.8836,0.22183457744051094
12574,HAND2,ENSG00000164107.8,hsa:9464,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-1.8836,0.22183457744051094
12575,HPGD,ENSG00000164120.13,hsa:3248,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.9379,1.006229895567978
12576,HPGD,ENSG00000164120.13,hsa:3248,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-1.9379,1.006229895567978
12577,HPGD,ENSG00000164120.13,hsa:3248,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.9379,1.006229895567978
12578,GLRA3,ENSG00000145451.12,hsa:8001,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.3901,-4.0386940654325105
12579,GLRA3,ENSG00000145451.12,hsa:8001,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,1.3901,-4.0386940654325105
12580,ADAM29,ENSG00000168594.15,hsa:11086,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-5.948819328355737
12581,ADAM29,ENSG00000168594.15,hsa:11086,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-5.5735,-5.948819328355737
12582,ADAM29,ENSG00000168594.15,hsa:11086,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-5.5735,-5.948819328355737
12583,ASB5,ENSG00000164122.8,hsa:140458,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-7.856325636639745
12584,ASB5,ENSG00000164122.8,hsa:140458,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-9.9658,-7.856325636639745
12585,VEGFC,ENSG00000150630.3,hsa:7424,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.3901,2.555134376301742
12586,VEGFC,ENSG00000150630.3,hsa:7424,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,1.3901,2.555134376301742
12587,NEIL3,ENSG00000109674.3,hsa:55247,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.412,0.05126748601951523
12588,NEIL3,ENSG00000109674.3,hsa:55247,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,1.412,0.05126748601951523
12589,ENPP6,ENSG00000164303.10,hsa:133121,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.8262,-2.507969701495503
12590,ENPP6,ENSG00000164303.10,hsa:133121,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.8262,-2.507969701495503
12591,ENPP6,ENSG00000164303.10,hsa:133121,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,-2.8262,-2.507969701495503
12592,CENPU,ENSG00000151725.11,hsa:79682,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.2773,3.8906253528784593
12593,CENPU,ENSG00000151725.11,hsa:79682,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.2773,3.8906253528784593
12594,ACSL1,ENSG00000151726.13,hsa:2180,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9074,5.349576117035826
12595,ACSL1,ENSG00000151726.13,hsa:2180,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,4.9074,5.349576117035826
12596,ACSL1,ENSG00000151726.13,hsa:2180,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.9074,5.349576117035826
12597,ACSL1,ENSG00000151726.13,hsa:2180,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,4.9074,5.349576117035826
12598,SLC25A4,ENSG00000151729.10,hsa:291,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.1388,4.0711547947724425
12599,SLC25A4,ENSG00000151729.10,hsa:291,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,5.1388,4.0711547947724425
12600,SLC25A4,ENSG00000151729.10,hsa:291,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,5.1388,4.0711547947724425
12601,SNX25,ENSG00000109762.15,hsa:83891,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0927,2.9543009232440456
12602,SNX25,ENSG00000109762.15,hsa:83891,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,3.0927,2.9543009232440456
12603,PDLIM3,ENSG00000154553.13,hsa:27295,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9261,4.388776951354694
